ATK-DMF407电机开发板接口和外设分配表,,,,,
"说明：
1，ATK-DMF407电机开发板IO资源分配，重要接口按照不同的颜色予以区分（和原理图同步），用户可根据颜色快速方便查找对应的接口：
60,PF12,,ST2_DIR,Y,步进电机驱动器2-方向信号
63,PF13,,ST2_EN,Y,步进电机驱动器2-使能信号
64,PF14,,ST1_DIR,Y,步进电机驱动器1-方向信号
65,PF15,,ST1_EN,Y,步进电机驱动器1-使能信号
66,PG0,FSMC_A10,,Y,FSMC总线地址线A10
67,PG1,,T_CS,Y,TFTLCD接口触摸屏CS信号
106,PG2,,INPUT1,Y,通用输入接口1
107,PG3,,INPUT2,Y,通用输入接口2
108,PG4,,INPUT3,Y,通用输入接口3
109,PG5,,INPUT4,Y,通用输入接口4
110,PG6,,INPUT5,Y,通用输入接口5
111,PG7,,INPUT6,Y,通用输入接口6
112,PG8,,INPUT7,Y,通用输入接口7
152,PG9,,INPUT11,Y,通用输入接口11
153,PG10,,INPUT12,Y,通用输入接口12
154,PG11,RMII_TX_EN,,Y,LAN8720A的TXEN
155,PG12,FSMC_NE4,,Y,FSMC总线的片选信号4，为LCD片选信号
156,PG13,RMII_TXD0,,Y,LAN8720A的TXD0
157,PG14,RMII_TXD1,,Y,LAN8720A的TXD1
160,PG15,,1WIRE_DQ,Y,单总线接口(CN2)数据线，接DS18B20/DHT11
29,PH0,OSC_IN,,Y,接8M外部无源晶振，不可做IO用
30,PH1,OSC_OUT,,Y,接8M外部无源晶振，不可做IO用
43,PH2,,ST4_DIR,Y,步进电机驱动器4-方向信号
44,PH3,,ST4_EN,Y,步进电机驱动器4-使能信号
45,PH4,I2C2_SCL,,Y,I2C2时钟，连接24C02
46,PH5,I2C2_SDA,,Y,I2C2数据，连接24C02
83,PH6,TIM12_CH1,T_SCK,Y,TFTLCD接口触摸屏SCK信号
84,PH7,,T_PEN,Y,TFTLCD接口触摸屏PEN信号
85,PH8,,T_MOSI,Y,TFTLCD接口触摸屏MOSI信号
86,PH9,TIM12_CH2,LCD_BL,Y,TFTLCD接口触摸屏背光信号
87,PH10,TIM5_CH1,PM1_HALLU,Y,直流有/无刷驱动板1-U相霍尔传感器
88,PH11,TIM5_CH2,PM1_HALLV,Y,直流有/无刷驱动板1-V相霍尔传感器
89,PH12,TIM5_CH3,PM1_HALLW,Y,直流有/无刷驱动板1-W相霍尔传感器
128,PH13,TIM8_CH1N,PM2_PWM_UL,Y,直流有/无刷驱动板2-U相下桥PWM信号
129,PH14,TIM8_CH2N,PM2_PWM_VL,Y,直流有/无刷驱动板2-V相下桥PWM信号
130,PH15,TIM8_CH3N,PM2_PWM_WL,Y,直流有/无刷驱动板2-W相下桥PWM信号
131,PI0,SPI2_CS,,Y,SPI FLASH的CS脚
132,PI1,SPI2_SCK,,Y,SPI FLASH的SCK脚
133,PI2,SPI2_MISO,,Y,SPI FLASH的MISO脚
134,PI3,SPI2_MOSI,,Y,SPI FLASH的MOSI脚
173,PI4,TIM8_BKIN,TIM8_BKIN,Y,直流有/无刷驱动板2-刹车信号
174,PI5,TIM8_CH1,"PM2_PWM_UH
ST1_PUL
SERVO1",N,"1，直流有/无刷驱动板2-U相上桥PWM信号
2，步进电机驱动器1-脉冲信号
3，舵机1-脉冲信号"
175,PI6,TIM8_CH2,"PM2_PWM_VH
ST2_PUL
SERVO2",N,"1，直流有/无刷驱动板2-V相上桥PWM信号
2，步进电机驱动器2-脉冲信号
3，舵机2-脉冲信号"
176,PI7,TIM8_CH3,"PM2_PWM_WH
ST3_PUL
SERVO3",N,"1，直流有/无刷驱动板2-W相上桥PWM信号
2，步进电机驱动器3-脉冲信号
3，舵机3-脉冲信号"
7,PI8,,ETH_RESET,Y,LAN8720A的复位引脚
11,PI9,CAN1_RX,,Y,CAN芯片RXD引脚
12,PI10,,GBC_KEY,Y,ATK-MODLE接口(CN19)KEY脚
13,PI11,,GBC_LED,Y,ATK-MODLE接口(CN19)LED脚
